language|level|text
hiligaynon|1|Una, gakadto ako sa eskwelahan. Pagkatapos gabukas ako sng libro. Nakabalo ako magsulat. Nakabalo ako mag-isip. Nakabalo ako magdugang. Pagkatapos nakabalo ako magbuhin. Nakabalo ako magputos sang akon backpack. Nakabalo ako maghampang sng sports. Nakabalo ako magbasa sang libro. Kag nakabalo ako magduag. Nakabalo ako magdibuho. Kag ako na ang nagapanguna sa amon nga klase! .
hiligaynon|1|Si Sone nagtanum sang isa ka binhi, pila ka adlaw ang nagligad, ugaling waay indi magtubo. Ginhambal niya ini sa iya nga magulang nga babaye. Siling ni Noud, "Indi ako sigurado. Pamangkuton natun si Lolo." "Lolo! Gintanum ko ining binhi pila ka adlaw ang nagligad, pero wala ako kabalo kung ngaa indi ini magtubo." Nagsabat si Lolo, "Ang tanum gakinahanglan sang duta, tubig, abuno, kag init sang adlaw." Si Sone kag si Noud nagpanumdom nga itanum liwat ining binhi. Gintanum ni Sone ang binhi sa idalum sang kahoy kung diin mahandong, samtang si Noud naman gintanum niya ining isa ka binhi kung diin gabutlak ang adlaw. Isa ka semana ang nagligad, ang gintanum ni Noud nga binhi nagtubo ini nga maayo, kag madamul. Indi si Sone maributay, amo nga ginpamangkot niya liwat ang iya nga Lolo, "Lolo, ngaa indi magtubo ang binhi nga akon gintanum?" Hala! Ang binhi gakinahanglan sang duta, tubig, abuno, kag insakto nga init sang adlaw agudto magtubo ang imo nga binhi." Hambal ni Lolo. Nagsinggit si Sone, "Hala, subong naintiendihan ko na!" Ang akon nga binhi indi magtubo tungod indi ini malab ot sang adlaw." Ang sugilanon pangbata nga ini ang may bulig gikan sa mga pumuluyo sang USA paagi sa
hiligaynon|1|Sumit Sakhuja and Sonal Goyal Yay! Oras na para magligo si Chunnu kag Munnu, subong nga adlaw, si Mama nagkanta sang bag o nga ambahanon nga La la la la… para kay Chunnu kag Munnu Oras na para magligo si Chunnu kag Munnu, Si mama ginhugasan ya ang tanan nga higko nga ara kay Chunno kag ginkus-kusan ya man ang sa kay Munnu Oras na para magligo si Chunnu kag Munnu, masadya nga nagahampang si Chunnu kag Munnu sa mga bukal sng habon. Oras na para magligo si Chunnu kag Munnu, si Mama nagdalagan para kuhaon ang mga masabad nga sina Chunnu kag Munnu kag nagakinadlawanay (Ha ha ha ha). Tapos na ang oras sang pagpaligo ni Chunnu kag Munnu, Si Mama ginkup an ya ang mga matinlo na nga kanday Chunnu kag Munnu Mmmmmm. Tapos na ang oras sang pagpaligo ni Chunnu kag Munnu, apang mabudlay nga pasuksukon sang padjama kanday Chunnu kag Munnu Oh oh aah. Tapos na ang oras sang pagpaligo kanday Chunnu kag Munnu, Yay! Oras na para manyapon kanday Chunnu kag Munnu kanamit gid yum yum yum… Tapos na magkaon sang panyapon kanday Chunnu kag Munnu, Si Nana kag Nani nagahulat para halukan kanday Chunnu kag Munnu Mwaah, mwaah, mwaah… Tapos na ang oras sang paghampang nila Chunnu kag Munnu, oras na para magtulog kanday Chunnu kag Munnu. Maayo lang nga pagdamguhanon para kay Chunnu kag Munnu zzzzzzz.
hiligaynon|1|"Kadto ta sa hardin, mga abyan," panghagad sang alibangbang. "Hala! Kadamo sang mga bulk!" siling sang alibangbang. "Tani pareho kita kamaduagon sa ila." "Isa ako ka asul," siling sang kikik. "Duag-pula ako," siling sang tumbaktombak. "Duag-yellow ako," siling sang buyog. "Impunon ko ang duag pula kag yellow," siling sang bagangan. "Nangin duag-orange ako. Isa ako ka orange.: "Impunon ko ang duag-asul kag yellow," pahayag sang tibakla. "Subong isa ako ka berde. Berde ang akon duag." "Impunon ko ang mga duag nga pula kag asul," siling sang alibangbang. "Mahimo ako nga duag tapol. Subong, isa ako ka duag-tapol." "Luyag ko nga mangin maduagon kaangay sang akon mga abyan," siling sang ulod. "Indi ina mabudlay," siling sang buyog. "Buligan ka namon." "Hala! Pito ang akon duag," malipayon nga siling sang ulod. "Yehey! Tanan kita ang may matahum nga duag."
hiligaynon|1|Padulong sa Eskwelahan Sa una nga adlaw sang eskwela, suksok ni Vanna ang iya nga bag padulong sa eskwelahan. Gindul-ong ni Nanay si Vanna sa atubangan sang ila kwarto. Ginyuhuman sang maestra si Vanna. Ginpapungko sang maestro si Vanna sa sulod sang kwarto. Kalabanan sang mga abyan ni Vanna ang ara na sa sulod sang kwarto. Ginpatupad sang maestra si Vanna kay Bo. Ginlibot sang maestra si Vanna kag ang iya mga abyan sa palibot sang eskwelahan. Madamo sang pwede mahampangan sa sulod sang parke sang eskwelahan. May hardin sang kabulakan kag flagpole sa eskwelahan. May lababo nga mahimo panghinawan sang mga kamot kag kasilyas. Nalipay si Vanna nga nagapanghugas sang iya mga kamot kaupod sang iya mga abyan. Ang sugilanon pangbata nga ini ang may bulig gikan sa mga pumuluyo sang USA paagi sa
hiligaynon|1|Mag-utod sanday Kong kag Koung Nagaistorya sanday Kong kag Koung nahanungod sa pagbulig sa ila iloy sa pag-obra sa sulod-balay adlaw-adlaw. Sang una nga adlaw, nagpamubod sang mga manok sanday Kong kag Koung. Sang ikaduha nga adlaw, nanilhig sang salog sanday Kong kag Koung. Sang ikatlo nga adlaw, nanglaba sang bayo sang ila iloy sanday Kong kag Koung. Sang ikaapat nga adlaw, nagbulig sa ila iloy sa pagpanghugas sang pinggan sanday Kong kag Koung. Sang ikalima nga adlaw, nanglimpyo sang ugsaran sanday Kong kag Koung. Sa ikaanom nga adlaw, namunyag sang mga bulak sanday Kong kag Koung. Sa ikawalo nga adlaw, ginbuligan nanday Kong kag Koung ang ila iloy sa pagpamiod sang nilabhan. Malipayon ang ila iloy kag amay, amo nga gindala sanday Kong kag Koung sa pyesta. Ang sugilanon pangbata nga ini ang may bulig gikan sa mga pumuluyo sang USA paagi sa
hiligaynon|1|Ini si Supoy, ang bata. Ini si Soping, ang iloy. Nagalibot-libot sila sa hardin. Nakita bala ni Supoy ang kahoy nga ilang-ilang? Nakita ni Supoy ang kahoy sang ilang-ilang. Gin-isip ni Supoy ang mga kahoy sang ilang-ilang kaupod sang iya iloy: "Isa... duha." Nakita bala ni Supoy ang kapispisan? Nakita ni Supoy ang kapispisan. Gin-isip ni Supoy ang kapispisan kaupod sang iya iloy: "Isa... duha... tatlo." Nakita bala ni Supoy ang mga alibangbang? Nakita ni Supoy ang mga alibangbang. Gin-isip ni Supoy ang mga alibangbang kaupod sang iya iloy: "Isa... duha... tatlo... apat." Nakita bala ni Supoy ang mga plastik? Nakita ni Supoy ang mga plastik. Gin-isip ni Supoy ang mga plastik kaupod sang iya iloy: "Isa... duha... tatlo... apat... lima." Nakita bala ni Supoy ang mga basurahan? Nakita ni Supoy ang mga basurahan. Ginhaboy ni Supoy ang plastik sa basurahan.
hiligaynon|1|Nanay, Nanay. Nagahibi si Toto. May muta ang mata ni Toto. Trapohan naton ang iya mata. Mahigko ang iya baba. Trapohan naton ang iya baba. May pung-it ang iya ilo. Kuhaon naton. May tutuli ang iya dalunggan. Trapohan naton ang iya dalunggan. May buying ang iya butkon. Trapohan naton ang iya butkon. Mahigko ang iya kamot. Tinlu-an naton ang iya mga kamot. Mahigko ang iya mga batiis. Trapohan naton ang iya mga batiis. May higko ang iya mga dapa-dapa. Trapohan naton ang iya dapa-dapa. Nanay, may higko ang iya buli. Ginbuligan ko si Nanay sa pag-uli kay Toto. Ang sugilanon pangbata nga ini ang may bulig gikan sa mga pumuluyo sang USA paagi sa
hiligaynon|1|Gusto ni Panca nga makatulog. Apang indi sya makatulog kay wala si Bonta. Ahay... Diin ayhan si Bonta? Basi nahulog si Bonta sa idalom sang katre. Si Bonta ina ayhan? Kamiseta man lang gale nga parehas duag kay Bonta, indi ni gale si Bonta. Nagbalikid siya, Si Bonta bala ato? Hay, abi ni Panca ang isa ka karetes sang hilo amo na ang salawit ni Bonta. Si Bonta bala ina? Daw parehas sila sang bayhon. ay ay ay!! Nanay! Mapinalanggaon nga gindaho kay Panca sang iya iloy si Bonta, ang iya ulunan. Kag gin hagad nga magtulog. .
hiligaynon|1|Elke and René Leisink René & Elke Leisink Amo ini ang balay ni Kuring. Amo ini si Ido. Si Ido nagsulod sa balay ni Kuring. Bukas ang puertahan. Ang puertahan sang balay bukas. Si Ido nagsulod sa puertahan. Si Ido ara na sa sulod sang balay. Si Ido ara na sa sulod sang balay ni Kuring. Ugaling si Kuring wala pa sa sulod sang iya balay. Hala! Hala! Diin si Kuring? Si Ido naglantaw sa katre, ugaling si Kuring wala sa katre. Si Ido naglantaw sa idalom sang lamesa, ugaling si Kuring wala sa idalom sang lamesa. Si Ido naglantaw sa atubang sang pulungku-an, ugaling si Kuring wala sa atubang sang pulungkuan. Si Ido naglantaw sa likod sang puertahan, ugaling si Kuring wala sa likod sang puertahan. Dayon, si Ido nakakita sang hagdanan. Nakita niya ang hagdanan sa kilid sang puno. Guba ang hagdanan. Si Ido nagtangla. Si Ido nagtangla sa ibabaw sang puno. Si Ido nagtangla sa mga dahon sang puno. Si Ido may nakita nga mga tiil. May ara sang mga tiil sa tunga sang mga dahon. Kag may nakita si Ido sang isa ka kamot. May kamot sa tunga sang mga dahon. Kag dayon, may nakita si Ido sang isa ka nawong… Nakita ni Ido ang nawong ni Kuring! Si Kuring nagapungko sa puno. Si Kuring nagapungko sa puno kaupod ang bola. Si Kuring hindi makapanaog. Si Kuring hindi makapanaog kay guba ang hagdanan. Si Ido nagbulig kay Kuring. Si Ido nagbulig kay Kuring magpanaog sa puno. Sang nakapanaog si Kuring, ginhalokan niya si Ido. Bye-bye, Kuring. Bye-bye, Ido.
hiligaynon|1|Sin Thuokna Makasulat si Bora. Makasulat man si Nato. Makahampang sang sports si Nato. Makahampang man sang sports si Bora. Makadrowing si Bora. Makadrowing man si Nato. Makabasa si Nato. Makabasa man si Bora. Pareho sila nga abilidadan.
hiligaynon|1|Galangoy si Putu sa suba. Gakaon siya sang gulaman. Hala! Gapadulong na si Guto! Dasig! Dasig! Galangoy diri, galangoy didto. Kadasig maglangoy si Putu. Pero nagasunud sa iya si Gutu Naglumpat si Putu. Naglumpat man si Gutu. Nagsalom si Putu paidalom, kag paidalom, kag paidalom. Nagsalum man si Gutu paidalum. Naglangoy si Gutu pakadtu kay Putu. Nagpanagu si Putu. Subong indi na makit an ni Gutu si Putu Naguwa si Putu. Dali dali sya naglangoy pakadtu kay Gutu. Hala! Dasig! Dasig! Subong si Putu makakaon na sa liwat.
hiligaynon|1|May isa ka subay sa kalsada. May gamay nga tinapay. Lantawa samtang ang subay nga maisog gabutong kag mapas-an ang iya dal-on. Ginabutong kg ginabutong niya, apang wala sang natabo. Ugaling wala siya nag-untat. Lantawa kung paano siya manawag sang bulig. Ang iya mga abyan ang iya paglaom. Tanan nga subay nagbuliganay. Gabutong kag gaduso bilog nga adlaw. Lantawa kung paano ang karwahi, nagsunod sa ila nga mga ambahanon., Sa katapusan, nakalab-ot gid sila sa bungsod. Ibutang ang tinapay para sa tanan. Lantawa samtang ang mga subay ginatunga ang tinapay, kag ang isa sa ila nagaka-on sang ila parte.
hiligaynon|1|May lago malapit sa tiil ni Toto! Namit! Gin-agaw ni Tata ang lago. Sa pinsar niya sia ang una nga nakakita sang lago. Indi pagbuy-an ni Toto ang lago. Pamangkuton nila si Nanay Manok kon kay sin-o dapat ang lago. Ay! Isa sa ila ang dapat magpailob. Sin-o? Nag-umpisa sila sa pagbais. Nagpailob si Tata. Kag sila nakahalin sa puno sang kamatis. Ay! Nahulog sa buho si Toto. Paano sia makabalik sa ibabaw? Indi pagbuy-an ni Toto ang lago. Amo man si Tata. Nagtudlanay kag nagbutungay, nakagwa si Toto! Nagsaka si Tata sa ibabaw sang gamut sang kahoy. Ugaling nahulog si Tata kag natunga ang lago! "Tan-awa, Nanay! Nagtungaay kami sang lago!" singgit sang mga pisu. Nagtungaay sang lago sanday Tata kag Toto. Kanamit nga pamahaw!
hiligaynon|1|Si lolo nag tanum mga ulutanon. Si Toto nag tuon man tanum mga ulutanon. Si Lolo nag tanum mga kamatis. Si Toto nag tuon man mag tanum mga kamatis. Si Lolo nag tanom mga patola. Si Toto nag tuon man tanum mga patola Si Lolo nag tanum mga patatas. Si Toto nag tuon man tanum mga patatas. Si Lolo nag tanum mga mais. Si Toto nag tuon man tanum mga mais. Si Toto kabalo mananum pareho sa iya lolo. Si Toto kag si Lolo pareho nalipay. Si Toto kag si Lolo pareho nalipay.
hiligaynon|1|Gusto ko magbasa sang libro. Wala ako sang libro. Madrowing ako, kag buligan ako ni Tatay sa pagdrowing sang laragway. Mangduag ako, kag si Nanay naman ang manggunting sang mga laragway. Manggunting ako sang mga laragway, kag si Lola ang mangpilit sini. Ipapilit ko ang laragway kag buligan ako ni Lolo magsulat sang istorya. Isulat ko ang istorya, kag buligan ako ni Manong sa pagtapik sang mga pahina. May libro na ako subong. Basahon naton ang libro!
hiligaynon|1|. Sin-o ina nga bata? Ang bata makalakat. Pareho sa akon. Ang akon nga tudlo sa tiil. Ang iya ka bata nga tudlo sa tiil. Oh? Nadula ang bata! Sin-o ina nga bata? Ang akon nga gakaway nga kamot. Ang iya ka bata nga gakaway na kamot. Gusto mo maghampang? Hala! Nadula ang bata! Sin-o ina nga bata? Ang nami ko na ilong. Ang iya ka bata nga nami na ilong. Gahimu ko kahalam-ut nga itsura. Kag amu man siya. Oh! Ang ina nga bata ay... Ako. . . .
hiligaynon|1|"Indi ko na ikaw mahakwat, Shanu! siling ni Ammi. "Tama na gid ikaw ka daku!" "Indi ka pa kalakat pakadtu sa eskwelahan nga naga-isahanon, Shanu!" siling ni Abbu. "Tama pa ikaw ka gamay!" "Indi ikaw pwede katulog sa kuna sang lapsag, Shanu!" hambal ni Dadu. "Tama na ikaw ka daku!" "Indi mo pwede kargahon ang bata pakadto sa plasa, Shanu!" hambal ni Dadi. "Tama pa ikaw ka gamay!" Nagalibog ang paminsaron ni Shanu. Tama kadaku! Tama kagamay! Paano siya bala mangin pareho nga tama kadaku kg tama kagamay? Subra kadaku para mag sul-ob sang bestida nga duag rosas. Subra kagamay para magluto dosas sa kalan. Subra kadaku para magsaka sa likod ni Dadu? Subra kagamay para kargahon ang iya nga manghud? "Ano gid man bala ang akon intsakto nga takus?" Pagpalibog ni Shanu. Nagyuhom si Ammi kag nagsiling, "Ngaa, kadaku na gid sa imo para mag sulod sa daku man nga eskwelahan?" "Kag tama kagamay para mag aba sa akon abaga." siling ni Abbu. "Instakto na ang imo kadaku para mag-upod sa akon maglakatlakat kun aga," siling ni Dadu. "Kag instakto lang ang imo kagamay para magpamati sa akon mga estorya," siling Dadi. "Kag tubtob sa gihapon, instakto lang ang imo takus para sa amon... para diri!" tanan ang nagsiling sa iya kag naghatag sang mainit kg manami nga hakos.
hiligaynon|1|Oras na para kay Kuring kag Ido magkadto sa iskuwelahan. Hambal ni Kuring: "Indi anay maglakat. Dal. a ang payong para indi ka mabasa." Hambal ni Ido: " ay langga nga Kuring! Indi ko kinanlan payong sa amo ni nga ulan. Wala ko ya nahadlok mabasa." Hambal ni Kuring: "Kung indi ka mag gamit sang payong, puwede ka magmasakit!" Nagsabat si Ido: " Ok lang ah. Gusto ko nga ara sa ulan. Kanami kag katugnaw." Pag abot ni Ido sa iskuwelahan , basa basa siya naga lain ang pamatyag. Gin trangkaso si Ido kag naglain ang pamatyag. Gin hinulsulan niya ang indi pagpati kay Kuring. Hambal ni Kuring:" Kung mag ulan gani, kinanlan mo mag gamit sang payong para indi ka kurugon kag magmasakit." Sabat ni Ido:" tiyakto ka, langga Kuring."
hiligaynon|1|Ang Amo kag mga Saging Ang bata nga Amo nagakatulog. Ang nanay nga Amo naglakat para mangita sang pagkaon para sa iya bata. Nakabugtaw ang bata nga Amo kag nag singit " Nagutom ako! gusto ko magkaon sang saging." Nangisog sya maglakat sang isahanon para mangita saging. May nasugata ang bata nga Amo nga man-og kag namangkot sya: "Man-og, may kasagingan bala diri?" Nagsabat ang Man-og, " Wala, sa buho ako naga istar kag wala ako may nakita nga kasagingan." Nagpasalamat ang bata nga Amo sa Man-og kag nag lakat. Nagpadayon lakat ang bata nga Amo kag nasugata niya ang Tigre: "Tigre, may kasagingan bala diri? " Nagsabat ang Tigre, "Wala. Naga istar ako sa kagulangan kag wala ako may nakita nga kasagingan." Nagpasalamat ang bata nga Amo sa Tigre kag naglakat. Nagpadayon lakat ang bata nga Amo kag nakita niya ang Isda. Namangkot sya: Isda, may kasagingan bala diri? Nagsabat ang Isda, "No. Sa tubig ako naga istar kag wala ako may nakita nga kasagingan. Nagpasalamat ang bata nga Amo sa Isda. Pirti nagid ang kagutom sang bata nga Amo. Nagpadayon lakat ang bata nga Amo kag nasumalang niya ng Egret. Namangkot sya, " Egret, may kasagingan bala diri? Nagsabat ang Egret, " Yes. May ara kasagingan malapit sa suba. Pirmi ko makita kung nagalupad ako." Nagdiretso ang bata nga Amo sa suba kag nakita niya ang iya Nanay papuli nga may dala nga saging. Pirti gid nag kalipat sang bata nga Amo sang nakita nya ang iya Nanay kag nagka-on na sya sang manamit nga saging.
